Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews
The Old Dairy,London,"Bar, British, Pub, Vegetarian Friendly",5976,3.5,$$ - $$$,184,"Supr Sunday Lunch, Sunday lunch, 10/16/2017, 09/29/2017"
ASK Italian - London - Finchley,London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options",5977,3.5,$$ - $$$,103,"Not bad, better than Zizzi & Carluccio!, Well priced good food, 01/07/2018, 01/03/2018"
Lebanese Garden,London,"Lebanese, Middle Eastern, Mediterranean, Vegetarian Friendly",5978,4.5,$,13,"Lovely food and friendly stuff, Recommended, 08/28/2017, 08/28/2017"
Tiffin Planet,London,"Indian, Asian, Vegetarian Friendly, Halal",5979,4,$,28,"Delicious home like food with good service, Tasty food service!, 10/12/2017, 10/11/2017"
Thai Silk Southwark,London,"Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",5980,3.5,$$ - $$$,348,"Tasty food!, Tasty food, 12/01/2017, 11/19/2017"
The Hurlingham Club,London,,5981,4.5,,13,"a Club for everyone, An oasis in the city, 11/13/2017, 09/03/2017"
161 Food+Drink,London,"Cafe, Wine Bar, Vegetarian Friendly",5982,4.5,$$ - $$$,33,"Excellent addition to Sydenham, Great SE London spot for breakfast and din..., 07/02/2017, 03/20/2017"
The Orient,London,"Chinese, Asian",5983,4.5,$$ - $$$,30,"Great food great price., Family friendly and consistently great foo..., 12/08/2017, 11/12/2017"
Tattersalls Tavern,London,"Bar, British, Pub",5984,3.5,$$ - $$$,221,"Excellent service, Welcome watering hole in Kensington, 10/19/2017, 10/08/2017"
Ginger & White,London,"Cafe, British, Vegetarian Friendly",5985,4,$$ - $$$,52,"Super coffee, Best carrot cake around, 04/23/2017, 10/08/2017"
Gourmet Burger Kitchen,London,"American, Vegetarian Friendly",5986,4,$$ - $$$,143,"Just What We Needed, Really great!, 09/25/2017, 08/20/2017"
The Gunnersbury,London,"Bar, British, Pub",5987,4,$,26,"Nice little pub, Whataburger!, 11/20/2017, 03/18/2017"
Artisan Grill,London,British,5988,4,$$ - $$$,56,"Dinner, Greatest Discovery, 01/09/2018, 09/19/2017"
Vitale - Italian Cuisine,London,"Italian, Pizza, Fast Food",5989,5,,13,"Great pizza, nice salad, Best Pizza, 01/03/2018, 12/20/2017"
Railway Tavern,London,"Bar, Pub, Grill",5990,5,$$ - $$$,12,"Great pub !, Nice place great staff, 09/20/2017, 09/16/2017"
The Trinity,London,"Bar, British, Pub, Gluten Free Options",5991,4,$$ - $$$,74,"Nice hideout!, Group dinner, 11/01/2017, 10/21/2017"
Nandos - Fulham Broadway,London,"Fast Food, European",5992,4,$$ - $$$,113,"Quick Lunch after college trip!, Standard Nandos, 11/21/2017, 09/19/2017"
Carluccios - Putney,London,"Italian, Vegetarian Friendly, Gluten Free Options, Vegan Options",5993,3.5,$$ - $$$,209,"Very good, Amazing dinner, 12/29/2017, 12/05/2017"
Gourmet Burger Kitchen,London,"American, Fast Food",5994,3.5,$$ - $$$,120,"""its one of the least awful place to get b..."", Decent burger, poor fries, not cheap but g..., 12/15/2017, 12/04/2017"
Cappadocia Ocakbasi,London,"Mediterranean, Turkish, Halal",5995,4,$$ - $$$,49,"Great Lunch, Restaurant is still very good, 05/18/2017, 04/18/2017"
Anima Sarda Italian Restaurant,London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options, Vegan Options",5996,5,$$ - $$$,29,"Amazing food, Best restaurant in London, 01/03/2018, 12/29/2017"
Gozleme House,London,Turkish,5997,5,,9,"Really Authentic Turkish Gozleme - Amazing..., Great bread, 01/02/2018, 10/23/2017"
Walter & Monty,London,,5998,4.5,,12,"medium rare, Fab place for a quick lunch or takeaway, 10/05/2017, 08/12/2017"
The Understudy,London,"Bar, Pub, Contemporary",5999,4,$$ - $$$,57,"Good pizza crafz beer, Friendly bar - great location for pre/post..., 11/11/2017, 10/13/2017"
Jad Grill,London,"Lebanese, Middle Eastern, Mediterranean, Halal",6000,4,$$ - $$$,45,"Great for takeaway, A must visit on Tower Bridge Road, 08/27/2017, 11/29/2017"
The Three Lords,London,"Bar, Pub",6001,4,$,42,"Welcoming place to stop off for a pint & f..., A real surprise, 10/31/2017, 07/04/2017"
Francesca,London,"Italian, Vegetarian Friendly, Vegan Options",6002,4,$,162,"Good coffee, Great coffee stop, 10/30/2017, 05/13/2017"
Tamarind Indian Restaurant,London,"Indian, Vegetarian Friendly, Vegan Options",6003,4.5,$$$$,27,"Lovely vibrant meal, Great Food ,Great Service, 12/23/2017, 11/29/2017"
Sole Doro,London,"Pizza, Italian",6004,4,$$ - $$$,95,"Best Seafood Pasta, Good food / fun evening!, 11/30/2017, 07/31/2017"
Clutch,London,"American, Fusion, Healthy",6005,4,$$ - $$$,135,"Larryk, Great Chicken + Waffles, 08/26/2017, 04/04/2017"
Wagamama,London,"Japanese, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",6006,3.5,$$ - $$$,194,"Wrong order but good customer service, Service is better at other branches, 10/26/2017, 10/25/2017"
Kasturi Restaurant,London,"Indian, Asian, Vegetarian Friendly, Vegan Options",6007,4.5,$$ - $$$,20,"First time but not the last, One of the best curries, 08/13/2017, 05/27/2017"
Pasha Central Asian Restaurant,London,"Uzbek, Asian, Turkish, Russian",6008,4,$$ - $$$,76,"Good food, friendly and attentive service, Lovely food, if you have time, 07/27/2017, 07/03/2017"
The Hothouse,London,"Cafe, British, Middle Eastern, Vegetarian Friendly, Vegan Options",6009,4,$$ - $$$,90,"If you want relax at weekend go for The fu..., Great, 07/20/2017, 07/04/2017"
Pret A Manger,London,"Cafe, Fast Food, Soups, Vegan Options, Vegetarian Friendly",6010,4.5,$,46,"Great staff here!, Brilliant team, 03/29/2017, 02/15/2017"
Nandos - Elephant & Castle,London,Portuguese,6011,3.5,$$ - $$$,62,"Nando’s made with love 💕 😍, Perfectly adequate, 11/19/2017, 10/07/2017"
Masala Lounge,London,"Indian, Balti, Asian, Bangladeshi, Vegetarian Friendly",6012,4,$$ - $$$,42,"Consistently good food., Pleasant evening with good food, 12/22/2017, 09/06/2017"
Anokha Indian Bar Restaurant,London,"Indian, Asian, Vegetarian Friendly",6013,4,$$ - $$$,122,"Good Indian in Central London, Lovely Indian in The City, 11/11/2017, 09/21/2017"
Titos,London,"Peruvian, Latin, Vegetarian Friendly, Gluten Free Options",6014,3.5,$$ - $$$,299,"Good Peruvian food, Reasonable enough lunchtime meal, 12/26/2017, 12/06/2017"
The Eagle Ladbroke Grove,London,"Bar, British, Pub, Gastropub",6015,4.5,$$ - $$$,47,"A great pub, Quiz night, 10/06/2017, 10/04/2017"
The Hampstead Butcher & Providore,London,"Delicatessen, Gluten Free Options",6016,4.5,$$ - $$$,27,"Lunch time, Good quality meat!, 10/05/2017, 09/06/2017"
Bibimbab Cafe,London,"Asian, Korean, Vegetarian Friendly",6017,3.5,$,71,"Good location, reasonable price, but..., Convenient and yummy good food!, 01/07/2018, 11/20/2017"
The Arab Boy,London,British,6018,4,$$ - $$$,41,"Good for a pub dinner, Lovely setting let down by poor service et..., 08/09/2017, 11/06/2017"
Ealing Balti House,London,"Indian, Asian",6019,4.5,$$ - $$$,29,"Best curry ever!, Had a wonderful evening, 10/12/2017, 09/26/2017"
ASK Italian - London - Spice Quay,London,"Italian, Pizza, Gluten Free Options, Vegetarian Friendly",6020,3.5,$$ - $$$,243,"Lunch meal, Lovely meal served by a lovely waitress, 12/09/2017, 11/14/2017"
The Maverick,London,"Italian, Pizza, Vegetarian Friendly",6021,4,$,140,"Ideal, Not a busy restaurant, very good price for..., 01/04/2018, 11/14/2017"
Hoang Lan,London,"Asian, Vietnamese",6022,4.5,,14,"Amazing Vietnamese food, especially bánh b..., Authentic & good!, 12/10/2017, 11/27/2017"
Purple Thai,London,"Asian, Thai, Vegetarian Friendly",6023,4,$$ - $$$,115,"Our date night place, Saturday night thai, 09/10/2017, 05/21/2017"
Sushi Hiroba,London,"Japanese, Sushi, Asian, Vegetarian Friendly",6024,3.5,$$ - $$$,181,"Sushi is good, service even better, Tasty and filling fusion food, 09/26/2017, 09/23/2017"
Round Table,London,"Bar, British, Pub",6025,4,$$ - $$$,72,"Friendly spot for a refreshing drink, Dinner, 11/05/2017, 08/28/2017"
Saigon Foods,London,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options",6026,4.5,$,27,"Do not miss Saigon, Friendly attentive service, delicious pho., 11/26/2017, 11/09/2017"
The Garden Shed,London,"Bar, Pizza, British, Pub",6027,4,$$ - $$$,49,"Nice Pub, Great Pub, Awesome Food, 08/07/2017, 07/14/2017"
Cafe in the Crypt,London,,6028,4,,19,"Wedding Reception, Visiting the Crypt? grab a bite @ the Cafe..., 09/27/2017, 07/13/2017"
Nandos - Brunswick Square,London,"Fast Food, Portuguese, European",6029,3.5,$$ - $$$,106,"Excellent customer service and tasty food, Quick cheap diner, 12/10/2017, 11/03/2017"
Le Pain Quotidien,London,"Cafe, European, Soups, French, Vegetarian Friendly, Vegan Options, Gluten Free Options",6030,3.5,$$ - $$$,214,"Good service, food cold but tasty., Lovely place to relax ... outside!, 01/05/2018, 12/03/2017"
Oxleas Wood Cafe,London,"Cafe, British, Vegetarian Friendly",6031,4,$,69,"Good food, good atmosphere and friendly st..., Great little cafe with wonderful views, 12/24/2017, 11/15/2017"
The Royal Standard,London,"Bar, Pub, Vegetarian Friendly",6032,4.5,$$ - $$$,19,"Great food, lovely staff, brilliant atmosp..., Good set menu, easy going friendly atmosph..., 07/17/2017, 06/11/2017"
Kaosarn,London,"Asian, Thai",6033,3.5,$,172,"Tasty food with BYOB, Loved it!, 08/10/2017, 04/11/2017"
Sultan Sofrasi Restaurant,London,"Turkish, Middle Eastern, Halal, Vegetarian Friendly",6034,4,$$ - $$$,60,"Nice Turkish Restaurant - Huge portions, Yummy Turkish food!, 07/03/2017, 05/17/2017"
Eds Easy Diner - Euston,London,"American, Diner, Vegetarian Friendly, Gluten Free Options",6035,3.5,$$ - $$$,836,"Lovely little place!, After work dinner, 01/07/2018, 12/19/2017"
Half Moon Restaurant,London,Cafe,6036,4.5,$,13,"Best fry up!, OUTSTANDING VALUE FOR MONEY, 11/23/2017, 09/06/2017"
Charles Lamb Pub,London,"Bar, British, Pub",6037,4,$$ - $$$,66,"""Great pop up (Mireys) in Islington"", Excellent food and service, 05/14/2017, 04/14/2017"
Paddington Station First Class Lounge,London,British,6038,4,$$ - $$$,95,"Nice Retreat, Quiet calm, 10/09/2017, 09/12/2017"
Galpao - Brazilian Bar & Kitchen,London,"Brazilian, Bar, Pub, Vegetarian Friendly",6039,4.5,$$ - $$$,23,"So good., ""Cant fault it"", 10/12/2017, 06/18/2017"
Le Pain Du Jour,London,"Cafe, Fast Food, Vegetarian Friendly",6040,4.5,$,20,"Great Cafe, Great Staff, Great Breakfast, Great service. Great garden. Great bacon., 11/02/2017, 08/26/2017"
Wasabi,London,"Japanese, Fast Food, Sushi, Asian",6041,4,$,105,"Quick, Reasonable lunch, Nice dish to take away, 01/04/2018, 12/21/2017"
Enjoy Cafe,London,"British, Turkish, Cafe",6042,4.5,$,15,"Best cafe in Tottenham,, Local breakfast, 11/09/2017, 10/19/2017"
Aya Lebanese Cuisine,London,"Lebanese, Mediterranean, Middle Eastern, Vegetarian Friendly, Halal",6043,3.5,$$ - $$$,111,"Good food and friendly service, Stick to meze, 11/07/2017, 07/04/2017"
Sanctuary Vegan,London,"Cafe, Vegetarian Friendly",6044,4.5,$,17,"Amazing, One of the best :-), 12/07/2017, 11/26/2017"
Indo,London,"Bar, Pub, Pizza",6045,4,$,44,"Best pizza in London, Noisy, buzzy with great atmosphere, 11/21/2017, 10/16/2017"
Paternoster,London,"British, Bar",6046,3.5,$$ - $$$,102,"great service and excellent food in an cou..., Traditional english breakfast, truly recom..., 12/15/2017, 10/16/2017"
The Globe,London,"Bar, British, Pub",6047,3.5,$$ - $$$,101,"Good London Pub, Good steak and chips, 12/28/2017, 12/02/2017"
Diba,London,,6048,4,,17,"New Year’s Eve celebrations, Nice tasty food and friendly service, but..., 01/01/2018, 12/16/2017"
Merchant House of Bow Lane,London,"Bar, Pub",6049,4.5,$$ - $$$,52,"This great bar has become our new favourit..., Masterclass = First class, 12/08/2017, 10/01/2017"
Itsu,London,"Japanese, Fast Food, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",6050,3.5,$$ - $$$,111,"Okay, It nevers fails for a good and fast eat, 10/12/2017, 07/12/2017"
The Pocket Watch,London,"Bar, British, Pub",6051,4.5,$$ - $$$,32,"Great local, Wow, 12/08/2017, 10/11/2017"
The Bear,London,"Bar, British, Pub, Contemporary, Vegetarian Friendly, Vegan Options",6052,4.5,$$ - $$$,31,"Exceptional Pub, Amazingly busy and open almost all hours!, 10/22/2017, 09/08/2017"
Stokey Bears,London,American,6053,3.5,$$ - $$$,89,"Very good burgers - dead flies in the cock..., Delicious!, 11/03/2017, 09/02/2017"
Arabian Garden,London,"Lebanese, Arabic, Mediterranean, Halal, Vegetarian Friendly, Vegan Options",6054,4.5,$$ - $$$,74,"AUTHENTIC HOME MADE DELIGHTS!! DEFINITELY..., Really tasty supper, 08/29/2017, 08/24/2017"
The County Arms,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly",6055,3.5,$$ - $$$,135,"Lunchtime Christmas Day drinks, Sunday lunch, 12/26/2017, 11/12/2017"
The Telegraph,London,"Bar, British, Pub",6056,4,$$ - $$$,57,"""Its a pub. Nothing special. Noisy and bus..."", Payback lunch, 12/10/2017, 11/15/2017"
Jusu Brothers,London,"Healthy, Cafe, Vegetarian Friendly, Vegan Options",6057,4,$$ - $$$,33,"Pleasant atmosphere with refreshing juices, it will brighten your day, 06/27/2017, 06/14/2017"
Balls Brothers - Mayfair Exchange,London,"Bar, British",6058,4,$$ - $$$,119,"Cocktails 4 U!, nice smart casual bar in mayfair, 12/31/2017, 11/03/2017"
Yacht,London,"Bar, British, Pub, Grill, Vegetarian Friendly",6059,3.5,$$ - $$$,176,"Get a table with a view, A little jem tucked away up an alley way, 11/26/2017, 10/05/2017"
Marquess Tavern,London,"Bar, Pub, British, Vegetarian Friendly",6060,4,$$ - $$$,154,"Great food, lovely atmosphere and super se..., Nice but pricey, 11/10/2017, 10/10/2017"
Greencoat Boy,London,"Bar, British, Pub",6061,3.5,$$ - $$$,85,"Needed somewhere to eat, Looked good so we walked on, 11/26/2017, 09/03/2017"
Beheshte Barin,London,"Middle Eastern, Persian, Halal",6062,4,$$ - $$$,97,"very tasty food, Persian food in finchly, 12/27/2017, 10/29/2017"
The Fountain & Ink,London,"Bar, Pizza, Pub",6063,4,$$ - $$$,16,"Big cool bar with cheap pizza, Good for chat and a couple of glasses of w..., 09/03/2017, 07/27/2017"
Spiritual Caipirinha Bar,London,British,6064,5,$$ - $$$,23,"A gem of a bar, tucked away., What a great find!, 11/03/2017, 05/15/2017"
Joe & Co Burgers,London,"American, Mediterranean, European, Central European",6065,4.5,$$ - $$$,13,"Good food, fast service, Perfect burgers and great service!!, 01/08/2018, 12/26/2017"
Delhi Bites,London,Asian,6066,5,$,11,"What a hidden gem, will definitely keep go..., Best Indian restaurant in London, 11/03/2017, 08/31/2017"
Rodizio Rico,London,"Brazilian, Barbecue, Gluten Free Options",6067,3.5,$$ - $$$,437,"Eat till you die, Good food.. Poor customer service, 12/22/2017, 12/11/2017"
PEARL Hackney Wick,London,"American, Mediterranean, British, Bar, Spanish, Pub",6068,4.5,$$ - $$$,12,"Yum!, Great smell. Great coffee. Friendly people, 12/10/2017, 11/21/2017"
Wasabi,London,"Japanese, Fast Food, Asian, Sushi, Vegetarian Friendly",6069,3.5,,105,"Nice food, shame about the noise!, Huge portions, 08/30/2017, 08/03/2017"
El Vino Blackfriars,London,Wine Bar,6070,3.5,$$ - $$$,80,"Excellent Breakfast, A great place for a team night out, 11/03/2017, 08/26/2017"
Pan-n-Ice,London,,6071,4.5,,14,"Fun, delicious gimmick!, FUNNNN, 12/31/2017, 11/21/2017"
City Pride,London,"Italian, Pizza, Pub, Bar, Vegetarian Friendly",6072,4.5,$,37,"Wonderful!!!!!, PIZZA!, 12/22/2017, 08/08/2017"
Guglee West Hampstead,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",6073,4,$$ - $$$,170,"Tasty fare, Highly recommended authentic Indian food..., 11/30/2017, 11/23/2017"
Symposium,London,"Italian, Delicatessen, Contemporary, Diner, Wine Bar",6074,4.5,,13,"Excellent food, lovely evening, we are so lucky to live nearby, 12/22/2017, 12/22/2017"
Red Art Cafe Bar,London,"Cafe, Turkish, Middle Eastern, Mediterranean, Vegetarian Friendly, Vegan Options",6075,4.5,$,61,"Delicioso, Delicious, generous portions, 12/20/2017, 11/01/2017"
Manor Cafe,London,Cafe,6076,5,,11,"Best cafe, Great range available, fast service, reall..., 12/22/2017, 09/24/2017"
Beas of Bloomsbury - Bloomsbury,London,"Cafe, British, Vegetarian Friendly, Gluten Free Options",6077,3.5,$$ - $$$,388,"Nothin special, Classic afternoon-tea, 11/12/2017, 09/25/2017"
Viet Rest,London,"Asian, Vietnamese, Soups, Vegetarian Friendly",6078,4.5,$,31,"My favourite local Vietnamese restaurant, Arguably the best, 10/28/2017, 07/10/2017"
Cafe Chic,London,"Cafe, Middle Eastern, Persian, Vegetarian Friendly, Vegan Options",6079,4.5,$,19,"Gorgeos coffee and breakfast, Amazing place for brunch!!, 12/04/2017, 11/21/2017"
The Arches,London,"Wine Bar, European",6080,4.5,$$ - $$$,31,"A Gem, lovely evening - steak main let down, 10/16/2017, 01/22/2017"
Caffe Concerto,London,"British, Cafe, Vegetarian Friendly",6081,3.5,$$ - $$$,285,"Nice warm cap to a chilly visit to Trafalg..., A very pleasant cafe., 01/06/2018, 12/13/2017"
The Nag’s Head,London,"Bar, Pub",6082,4.5,$$ - $$$,26,"Nice Little Boozer, Relaxing, 12/18/2017, 09/19/2017"
Sothebys Cafe,London,"Cafe, British, Vegetarian Friendly",6083,4.5,$$ - $$$,38,"Join the art crowd, ""Sothebys Cafe is tea among great art"", 11/24/2017, 07/21/2017"
Hare and Hounds,London,"Bar, British, Pub",6084,3.5,$$ - $$$,87,"Great Local, Nice pub, just need the detail, 12/27/2017, 12/13/2017"
The Blue Lion,London,"Bar, British, Pub",6085,4,$$ - $$$,49,"Decent pub., Very good food and atmosphere, 09/16/2017, 07/06/2017"
Assenheim 56,London,"Latin, South American, Colombian, Spanish",6086,4.5,$,15,"Great taste and value for money, Great food, real value for money!, 12/22/2017, 10/13/2017"
Poppys 2,London,Thai,6087,4.5,,7,"Tasty but has some faults, Great Thai food, off the wall decor, 12/30/2017, 12/13/2017"
Round Square Restaurant,London,"Chinese, Asian, Vietnamese",6088,4,$$ - $$$,44,"Lovely, Definitely an improvement on service, 12/16/2017, 04/25/2017"
Ambiente,London,"Italian, Pizza, Mediterranean, Spanish",6089,4,$$ - $$$,66,"Fantastic as always, so far so good, 09/09/2017, 07/24/2017"
La Cantinella,London,"Italian, Pizza, Mediterranean, European",6090,4.5,$$ - $$$,33,"Great food- amazing pizza, small delightful restaurant in tooting..., 12/06/2017, 03/26/2017"
Lolas Bakery,London,Vegetarian Friendly,6091,4,$$ - $$$,15,"Breakfast Options That Please, Great cakes, 12/24/2017, 12/20/2017"
Golden Pie,London,British,6092,4.5,$,28,"Friendly, Chance of a Lifetime, 12/07/2017, 11/21/2017"
Alexs Place | Kebab And Steak House,London,"Fast Food, Turkish, Middle Eastern, Steakhouse, Halal",6093,5,$,22,"Always the best food. .. . .. ., Highly recommend go go go, 12/07/2017, 10/07/2017"
The Ebury,London,"European, Wine Bar",6094,4.5,$$ - $$$,16,"Sad it’s the last, Lovely restaurant, 12/01/2017, 09/04/2017"
Charcoal Grill Kebab House,London,"Turkish, Mediterranean, Barbecue, Middle Eastern, Halal",6095,4.5,$,28,"Dinner with friends., Brilliant, 11/15/2017, 10/29/2017"
Cafe Barcelona,London,"Cafe, Mediterranean, European, Spanish",6096,4,$$ - $$$,21,"Big brunch, Relaxed and informal atmosphere, 09/08/2017, 05/03/2017"
The Bollo House,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly, Gluten Free Options",6097,4,$$ - $$$,154,"Dinner and drinks at the new local, Pleasant suprise, 09/20/2017, 09/03/2017"
